serial no,title,link,author
18_03_2024_11,Ombudsman Scheme complaints see surge of 68.24 percent: Reports,https://drive.google.com/file/d/1y0kxUyr7ZlQXFX6XP_Dhvrb4-YA8O-Aa/view?usp=drivesdk,"[""Anonymous""]"
18_03_2024_12,"Migration deaths surge by 20 percent, highest toll on record",https://drive.google.com/file/d/1lF7zPze6ZvguB0OaBRrNt1BwAravbRg-/view?usp=drivesdk,"[""Anonymous""]"
18_03_2024_13,Addressing educational backwardness of Muslims,https://drive.google.com/file/d/1Jh7Q0aKN3KeUxqX8wK3H8sg11qUm0bPC/view?usp=drivesdk,"[""Furqan Qamar""]"
18_03_2024_14,Unpacking Abhinav Chandrachud's viral video,https://drive.google.com/file/d/11aCdywufjpGV9yDO0LiTaVQiWQbwbhje/view?usp=drivesdk,"[""Siddhartha Dave""]"
18_03_2024_15,Not by rote,https://drive.google.com/file/d/1jkr_UMOyC67PSQdgl6H_bYxH7y1US4mv/view?usp=drivesdk,"[""Ameeta Mulla Wattal""]"
18_03_2024_16,Only if states agree,https://drive.google.com/file/d/1J0VIH7q3AdQpB1Am-ieJswWznoT2sAsM/view?usp=drivesdk,"[""Ashutosh Varshney""]"
18_03_2024_17,The Jamnagar jamboree,https://drive.google.com/file/d/17BM_ewLyIDOhuE9pA2KRZxT0xcH1_137/view?usp=drivesdk,"[""Leher Kala""]"
18_03_2024_18,Myths about simultaneous polls,https://drive.google.com/file/d/1RIy6xXRXaepBeTtEjwSEqfxVXZgMJcMd/view?usp=drivesdk,"[""P P Chaudhary""]"
18_03_2024_19,Diversify the basket,https://drive.google.com/file/d/1_BWDjv3DicD4OXjYg_t6gNATwg-MMAYa/view?usp=drivesdk,"[""Ashok Gulati"", ""Bidisha Chanda""]"
18_03_2024_20,Why Karnataka has banned food colouring used in cotton candy,https://drive.google.com/file/d/11N8_IlwhoRaMosGwMeukCn_ZjIb7AbXJ/view?usp=drivesdk,"[""Anonna Dutt""]"
18_03_2024_21,How US plans to deliver Gaza aid,https://drive.google.com/file/d/1-AgfHK03yc82ARHOxr4kKvSsrRKIF1xJ/view?usp=drivesdk,"[""Alind Chauhan""]"
18_03_2024_22,"What is SIMA, Google DeepMind's new AI that can play video games",https://drive.google.com/file/d/1dmA_4wnsYZ167TWcms_A2JjXQlU3-RN1/view?usp=drivesdk,"[""Bijin Jose""]"
18_03_2024_23,"Amid Nepal's political turmoil, task for India",https://drive.google.com/file/d/1xltm-ALwLryp0qYGvLre1IryioAJbWQc/view?usp=drivesdk,"[""Shubhajit Roy""]"
18_03_2024_24,"As Britons face a host of problems, is the monarchy just a distraction?",https://drive.google.com/file/d/1vZIrEMNdWDZXkMy3_egSKkdm8o8zxI7W/view?usp=drivesdk,"[""Mahir Ali""]"
18_03_2024_25,"Everyone is a consumer, but consumes differently",https://drive.google.com/file/d/1CXE360MpB3m2pDihMQnrS9x3DES0v4Uf/view?usp=drivesdk,"[""Sanjaya Baru""]"
18_03_2024_26,The living young,https://drive.google.com/file/d/1djVuFZkSh8pN0_RCw3JOMkdfHStxJ1xu/view?usp=drivesdk,"[""B Maria Kumar""]"
18_03_2024_27,Indian sophistication on stray dogs can be confusing,https://drive.google.com/file/d/1LXQ7bE8LLszByrRLimpqQcfonxMruzrt/view?usp=drivesdk,"[""Manu Joseph""]"
18_03_2024_28,Indian democracy is at a significant crossroads,https://drive.google.com/file/d/110rv-yxszTqfNV9efXARZ4HBhpBoApz_/view?usp=drivesdk,"[""Anonymous""]"
18_03_2024_29,Let's reform the IBC but without getting in the way of commerce,https://drive.google.com/file/d/1A58NWw8QXAeJSXsGYICP12RB1de19TRA/view?usp=drivesdk,"[""Neeti Shikha""]"
18_03_2024_30,Survey results should be taken with a pinch of caution,https://drive.google.com/file/d/1m56DbcdU-6EFwPjPwSkqI8S4sKTP5G9J/view?usp=drivesdk,"[""Madan Sabnavis""]"
18_03_2024_31,Free tuition will not solve the problem of pricey education,https://drive.google.com/file/d/1tV8i0kkcGUVsOj024RB-jC1AdECo4MSi/view?usp=drivesdk,"[""Erin Lowry""]"
18_03_2024_32,Frontier-market debt is back in favour but with attendant risks,https://drive.google.com/file/d/1ZS9xhWaVVnx6WfUsecOF1TZngdd0WUOP/view?usp=drivesdk,"[""Barry Eichengreen""]"
18_03_2024_33,The political message in electoral bonds findings,https://drive.google.com/file/d/13paFtWM6gPjDgcdOKb6wDgF_2H8G7gaj/view?usp=drivesdk,"[""Shashi Shekhar""]"
18_03_2024_34,A Delhi-Tokyo-Seoul trilateral in the making,https://drive.google.com/file/d/1UEI7YoUtAODKc4rRNij5HhyIR647tf25/view?usp=drivesdk,"[""Harsh V Pant"", ""Pratnashree Basu""]"
18_03_2024_35,Another election nears with change in the air,https://drive.google.com/file/d/1vhm8jbo6hL7ChX5uGeEPkAqbJrhnwxY7/view?usp=drivesdk,"[""Chakshu Roy""]"
18_03_2024_36,When lawmakers turn lawbreakers,https://drive.google.com/file/d/1AgC63cBi6gcvL6y_S5QBxtovCTsyVtfv/view?usp=drivesdk,"[""Satyapal Menon""]"
18_03_2024_37,Need to impart industry-ready skills,https://drive.google.com/file/d/1UeIons_iMFuD_Zt8lax1F3BBfYW_1YuM/view?usp=drivesdk,"[""K Stevenson""]"
18_03_2024_38,Plug skills to financing skills,https://drive.google.com/file/d/1gaPSefop8DsKtFO5PWn0C_SzFAqeIsnH/view?usp=drivesdk,"[""Manish Sabharwal"", ""Ramesh A Reddy""]"
18_03_2024_39,Streaming investments into India,https://drive.google.com/file/d/1rhrnbyatRzOr8mnaQpd_0wGjEz4SYeZ7/view?usp=drivesdk,"[""Pranjul Bhandari""]"
18_03_2024_40,Where the finger points,https://drive.google.com/file/d/1Du7eFRiMY9e7PP3YgNL5lDyVvlMz_sqQ/view?usp=drivesdk,"[""Ashok Malik""]"
18_03_2024_41,Colours of democracy,https://drive.google.com/file/d/1B1QPgE7K6p70yAmoooU-ssDSQLPZC-QS/view?usp=drivesdk,"[""R Jagannathan"", ""Asim Ali""]"
18_03_2024_42,The Myanmar conflict is a regional problem,https://drive.google.com/file/d/17Ov5PKohBP4Z2NQCc0JyQ4SDhsI85Kc-/view?usp=drivesdk,"[""Soe Myint""]"
18_03_2024_43,"Many elections, AI's dark dimension",https://drive.google.com/file/d/16n_cOqmn-_qiq_2-uDhUdbrbCJZtPrpX/view?usp=drivesdk,"[""M K Narayanan""]"
18_03_2024_44,The military's continuing hold over Pakistan,https://drive.google.com/file/d/1wbgktZok0uSfHorTlLrZAt5HV3Ws1a9P/view?usp=drivesdk,"[""Sameer Patil"", ""Sarral Sharma""]"
18_03_2024_45,How were the new Election Commissioners selected?,https://drive.google.com/file/d/1fIfslTyqZzfqPH9vPGEfJ2t-r9FApxef/view?usp=drivesdk,"[""K Venkataramanan""]"
18_03_2024_46,The problem of equity in IPCC reports,https://drive.google.com/file/d/1WgMLX-RvdbjagIR1PitiC0sLzekOxKUW/view?usp=drivesdk,"[""Rishika Pardikar""]"
18_03_2024_47,What is the HbA1C test and why is it used to check for diabetes?,https://drive.google.com/file/d/1ga9be7X07Ti1mE3AU97Eeu0eZpTAeW-3/view?usp=drivesdk,"[""Zubeda Hamid""]"
18_03_2024_48,Sheep and goats need meaty ideas,https://drive.google.com/file/d/1YoeYmt7x2FcIyfEb6ssWyVdMgow8lw_X/view?usp=drivesdk,"[""Surinder Sud""]"
18_03_2024_49,Climate change: 3 grand challenges,https://drive.google.com/file/d/1SqnXY2ONxmUe7083ts8iAM7hoE4SrNjx/view?usp=drivesdk,"[""Ajay Shah"", ""Akshay Jaitly""]"
18_03_2024_50,Navigating the power struggle at Byju's,https://drive.google.com/file/d/1_cG2uZt6S_qxq7mO0ySj5jbriJWqdAVZ/view?usp=drivesdk,"[""Sriram Venkatavaradan"", ""Saai Sudharsan Sathiyamoorthy""]"
18_03_2024_51,Electoral bonds: elusive quest for ideal solutions,https://drive.google.com/file/d/1ZT06tEK9oLVUF2KMzM_HkIyjAE2NYyr2/view?usp=drivesdk,"[""T C A Srinivasa Raghavan""]"
18_03_2024_52,This could be a global year of the farmer,https://drive.google.com/file/d/1820Iktw1Ygo6nF3CEEs01C56kxicQNcf/view?usp=drivesdk,"[""Kajal Basu""]"
18_03_2024_53,Broken tooth,https://drive.google.com/file/d/13HjuV6ghCoo1ectyoc2A8zSxY_lKDPjh/view?usp=drivesdk,"[""Sevanti Ninan""]"
18_03_2024_54,"Consumer rights: behaviour, technology, law",https://drive.google.com/file/d/1wwebTsMPG_Op_GXoVFBbs7rpCu41jGZy/view?usp=drivesdk,"[""Mahima Garg""]"
18_03_2024_55,Life of wait list,https://drive.google.com/file/d/1K30wRwiCp-1dafb2P3beiI6pZ3e2Z6Sc/view?usp=drivesdk,"[""R S Agrawal""]"
18_03_2024_56,"Agni V test a high, but challenges remain",https://drive.google.com/file/d/1KlJPN7rH6SqtBJJ7CCCcDj-8vIPgKoAi/view?usp=drivesdk,"[""C Uday Bhaskar""]"
18_03_2024_57,Revisiting Zulfikar Ali Bhutto's `judicial murder' in 1979,https://drive.google.com/file/d/16X6hkVledZgs9GoiGMXTLc4G2L8uctqM/view?usp=drivesdk,"[""Vappala Balachandran""]"
18_03_2024_58,"Strategic interests draw India, Greece closer",https://drive.google.com/file/d/1hRKxgHLcPuZ0vGAkjOWO5Hw51jlW95gS/view?usp=drivesdk,"[""P Stobdan""]"
18_03_2024_59,Inclusive growth in India key to Viksit Bharat,https://drive.google.com/file/d/1_ew8nLV0IO4js7Jc7HIJpUL-IKtpBPj5/view?usp=drivesdk,"[""Debopam Chaudhuri""]"
19_03_2024_1,Why is Citizenship Amendment Act so contentious?,https://drive.google.com/file/d/1PW3q3Mdb5Iuei8ujNgmsCSdhsEepQn62/view?usp=drivesdk,"[""A L I Chougule""]"
19_03_2024_2,Addressing the poll conundrum,https://drive.google.com/file/d/1ZNhBn3ZTg7P5SkW86xMwUUsZI21Ci9Ek/view?usp=drivesdk,"[""Kalyani Shankar""]"
19_03_2024_3,Surge in celiac disease calls for awareness,https://drive.google.com/file/d/1Ts9hAPjzAOLivjmorhLueFPbaHRmMTWF/view?usp=drivesdk,"[""Wajiha Mehtab""]"
19_03_2024_4,From awareness to action: India's fight against thalassemia,https://drive.google.com/file/d/1N4Z2Bu5mFhwgTEwaritDr3zCV158aszi/view?usp=drivesdk,"[""Kirit P Solanki""]"
19_03_2024_5,Gender bias in politics is a crude reality,https://drive.google.com/file/d/18eUyOUGz7tGpj0MlAGoEy0bOuDUzIxR6/view?usp=drivesdk,"[""Archana Datta""]"
19_03_2024_6,Salt of the Earth,https://drive.google.com/file/d/19-2xHvhrxaqlSFfGBXKq57tpftbAhPfE/view?usp=drivesdk,"[""Raju Mansukhani""]"
19_03_2024_7,As India moves into an elite group,https://drive.google.com/file/d/1jq-l7Gh9LCLnyajEJQsDDBaKOwSWLcUM/view?usp=drivesdk,"[""Harsha Kakar""]"
19_03_2024_8,"After the CAA is implemented, will NPR and NRC be coming next?",https://drive.google.com/file/d/1mhYr_wiBpDD4yaUgCgDVrSMdH66CqWBQ/view?usp=drivesdk,"[""Aakar Patel""]"
19_03_2024_9,Peace through social media,https://drive.google.com/file/d/1Uubq9i0pmznBBHdGSedVLi0aHxTCD7kp/view?usp=drivesdk,"[""Suman Kumar Kasturi""]"
19_03_2024_10,"After Credit Suisse, Switzerland still has issues",https://drive.google.com/file/d/1ihz9evbrPzFItKor-7pXDC87TdNMTtfV/view?usp=drivesdk,"[""Paul J Davies""]"
19_03_2024_11,From disparity to parity,https://drive.google.com/file/d/1zRdm9VrrwhUvtt02FWjKov5pZuuXoK8V/view?usp=drivesdk,"[""Shailja Mehta""]"
19_03_2024_12,Playing hide and seek,https://drive.google.com/file/d/1MYn_f-s5KAGUQAOLEVR2NVG-fOpCi9f5/view?usp=drivesdk,"[""Shyamal Majumdar""]"
19_03_2024_13,A cap on capitalism: is it time for India to debate one?,https://drive.google.com/file/d/181YIW8ZYZsUCdptvepHkjD0-eUhQ3W1T/view?usp=drivesdk,"[""M Muneer""]"
19_03_2024_14,Clean charging should herald India's EV drive,https://drive.google.com/file/d/1rFVCBXbzK65Iuzp6LOiUzS3TtuPozWgU/view?usp=drivesdk,"[""Anonymous""]"
19_03_2024_15,Plato was right all along: those who tell stories do rule the world,https://drive.google.com/file/d/1xCyPKlSIXOwyhAa7hNheTRPxAtJ1a3Bb/view?usp=drivesdk,"[""Raghu Raman""]"
19_03_2024_16,Bengaluru should aim to be Kongjian Yu's sponge city,https://drive.google.com/file/d/1MIqJ92jzK1EeC7c7ayRptnNw0kt0ggWL/view?usp=drivesdk,"[""Siddharth Pai""]"
19_03_2024_17,The covid bug's spread didn't even spare faraway Antarctica,https://drive.google.com/file/d/1PHOTIhIbqAFV8AL23N5p64oRFd0eGG7k/view?usp=drivesdk,"[""Faye D Flam""]"
19_03_2024_18,It's time to put a figure on India's exposure to global value chains,https://drive.google.com/file/d/198cgngnbMdk92heAN0TOELJfCpuUTVWz/view?usp=drivesdk,"[""V Anantha Nageswaran"", ""Prachi Singhal"", ""Meera Unnikrishnan""]"
19_03_2024_19,A bank account of her own,https://drive.google.com/file/d/1cwyGvwiP_5_nlzxTcqTKpnuObmQ2dQ4t/view?usp=drivesdk,"[""Shruti Joshi"", ""Anshuman Kamila""]"
19_03_2024_20,Hybrid Pakistan,https://drive.google.com/file/d/1Y4bS8sGA13fbOA5JTqc-pj7yyzZpr6WQ/view?usp=drivesdk,"[""Ajay Bisaria""]"
19_03_2024_21,War hero and pacifist,https://drive.google.com/file/d/1RJ4d0XtbVErpqbQS-bUMZp0EyeD2TIM2/view?usp=drivesdk,"[""Arun Prakash""]"
19_03_2024_22,Towards a less divided party,https://drive.google.com/file/d/1TjGw9g8WFeztNFtefpp_NMJBqd1Lvn32/view?usp=drivesdk,"[""Abhinav Prakash""]"
19_03_2024_23,When the taps run dry,https://drive.google.com/file/d/1w-5k_1WVpjG0kxTIgi8BUsezZLwp58l4/view?usp=drivesdk,"[""Seema Mundoli""]"
19_03_2024_24,"Heat, aridity, clear skies: why forests are already ablaze in the Nilgiris",https://drive.google.com/file/d/1ogO_Yas9nCHNlaSxt-eKJ_e_5bR7tT3I/view?usp=drivesdk,"[""Anjali Marar""]"
19_03_2024_25,Oceans have a fever- here's why,https://drive.google.com/file/d/1w_DMeygb2pzWmSSPgCL3eiJ5q6fpE0ek/view?usp=drivesdk,"[""Alind Chauhan""]"
19_03_2024_26,Disqualification over graft: Ravi vs TN govt again,https://drive.google.com/file/d/19Ka8GjPCgHjaBz28ius2Wb4Vfk9ibJjC/view?usp=drivesdk,"[""Apurva Vishwanath"", ""Arun Janardhanan""]"
19_03_2024_27,Tourism sector will need to go green for growth,https://drive.google.com/file/d/1FhVIvPkFVF_hpvraGSgSCXRgqbHd26LM/view?usp=drivesdk,"[""Sanjib Pohit""]"
19_03_2024_28,Misconceptions infiscal federalism,https://drive.google.com/file/d/1TWJmCtw2-zdWJazypI7hx2U7TZKscSfe/view?usp=drivesdk,"[""Ashima Goyal""]"
19_03_2024_29,The fuss over US interest rates,https://drive.google.com/file/d/1NURbUQGhnEX2Kc6WHlYMBuEE9n5VQqRa/view?usp=drivesdk,"[""C P Chandrasekhar"", ""Jayati Ghosh""]"
19_03_2024_30,Resolution in realty,https://drive.google.com/file/d/1javzoYeoMqwJ7fDZ13XrcbPYcXSHuTx1/view?usp=drivesdk,"[""Pramod Srihari""]"
19_03_2024_31,The MIRV leap that fires up India's nuclear deterrence,https://drive.google.com/file/d/1j72NuPZCrB0-DT5vi9iaEji9FVJ0gWWs/view?usp=drivesdk,"[""Harsh V Pant"", ""Kartik Bommakanti""]"
19_03_2024_32,"Violence, homelessness, and women's mental health",https://drive.google.com/file/d/1R0p4OJP7NRIwS8HfNr7mHMi3sMd8Oh2g/view?usp=drivesdk,"[""Vandana Gopikumar"", ""Lakshmi Narasimhan""]"
19_03_2024_33,Bonds in buckets: who got how much in the first two years,https://drive.google.com/file/d/1slli2jU0cdJXnY6EVPPHBGunOum_L7zc/view?usp=drivesdk,"[""Rebecca Rose Varghese"", ""Gautam Doshi""]"
19_03_2024_34,All eyes are now on the Indian Ocean region,https://drive.google.com/file/d/1-eAhulpzg7Qoc1hk5msYyZtgcRYAW0l_/view?usp=drivesdk,"[""Rajiv Bhatia""]"
19_03_2024_35,On FTAs with European countries,https://drive.google.com/file/d/1cZNtEMLVqogrrTJkPRTvW4RoF4v2wvuO/view?usp=drivesdk,"[""R V Anuradha"", ""Ajay Srivastava""]"
19_03_2024_36,Understanding dialysis outcome patterns in India through a nationwide study,https://drive.google.com/file/d/18FMFsMapVbnk7Xnh4eqrXi8hJgDG1q4Z/view?usp=drivesdk,"[""Ramya Kannan""]"
19_03_2024_37,Under pressure,https://drive.google.com/file/d/1GRsL-K4TnD--cNlYZ-YMzeADKd3sp0nV/view?usp=drivesdk,"[""Renu Kohli""]"
19_03_2024_38,The greening of flights,https://drive.google.com/file/d/1zx4xIgQH-3wNK9rkD0-JGzADlDPATIJr/view?usp=drivesdk,"[""Vandana Gombar""]"
19_03_2024_39,Empower our cities,https://drive.google.com/file/d/16bqOGTmqAVVSaasC-lcTVWCowRu-ZTEP/view?usp=drivesdk,"[""Nitin Desai""]"
19_03_2024_40,Don't blame the voter,https://drive.google.com/file/d/1SvFbRu_j_E0nI_barGd-A9pPaT0iDnsK/view?usp=drivesdk,"[""Fredrick Noronha""]"
19_03_2024_41,Delving into voter turnout of India's first Lok Sabha elections,https://drive.google.com/file/d/1JdW1ghTvglKk6qBdPtQRuyawdLf8ld5Z/view?usp=drivesdk,"[""Anonymous""]"
19_03_2024_42,Linguistic landscape: dive into world's most widely spoken languages,https://drive.google.com/file/d/12SANBckIMBCML_FKirQucpWPh_TurytT/view?usp=drivesdk,"[""Anonymous""]"
19_03_2024_43,Action against left-wing extremism in its final leg,https://drive.google.com/file/d/1mMLyFEYx9PPLZkQ9gFxjQvftY8eqIeop/view?usp=drivesdk,"[""Ujjawal Deepak""]"
19_03_2024_44,Case for legislative guarantee of minimum support prices,https://drive.google.com/file/d/19ci-bPlQjVyn9TVyVoQMp9uayv2KLNEn/view?usp=drivesdk,"[""Mohit"", ""Alisha Verma""]"
19_03_2024_45,Beyond the mirage,https://drive.google.com/file/d/1TnBMEo1tQkc4TUOq18v8cCPI8kJoqvY8/view?usp=drivesdk,"[""Sunita Narain""]"
19_03_2024_46,Techno turbulence,https://drive.google.com/file/d/1xHbGJ8d3-88nthbw4XHSploCc5bxNMic/view?usp=drivesdk,"[""Girish Linganna""]"
19_03_2024_47,Ties and commitments,https://drive.google.com/file/d/12JdvAPyAxWVy-nvUB_sLgskJlMt1rI6A/view?usp=drivesdk,"[""Swarup Kalluri""]"
19_03_2024_48,Power of money in politics,https://drive.google.com/file/d/1ZtXD1fUHVcAI4XNC2O1yxBXcYDpx60cr/view?usp=drivesdk,"[""Srinivasan K Rangachary""]"
19_03_2024_49,"Talk is on TikTok, target is Beijing",https://drive.google.com/file/d/1MCeeCM317SnlMn0jZWu1i1h3aKuqV6v6/view?usp=drivesdk,"[""Nikhil Pahwa""]"
19_03_2024_50,"`Saving animals is ethical, it's evocative. And it's smart business'",https://drive.google.com/file/d/1dZBKJNIs_9YadhlcR1JfHk8gJn5F061L/view?usp=drivesdk,"[""Meera Jain""]"
19_03_2024_51,"Polls, put the kettle on",https://drive.google.com/file/d/1QPjjUrEyx9bi99FsTYk-htKxvh_06Ckt/view?usp=drivesdk,"[""Akshay Rout""]"
19_03_2024_52,Finding fekumon,https://drive.google.com/file/d/1b1sJB6_bcpSmmIvEbvleBnsyZA1pX1f9/view?usp=drivesdk,"[""Subimal Bhattacharjee""]"
19_03_2024_53,Relentless power play in Kathmandu,https://drive.google.com/file/d/1wTffw2Er0LJZrEtFox0ofLGos5e2nOY5/view?usp=drivesdk,"[""Manjeev Puri""]"
19_03_2024_54,CAA may dent India's image as a secular polity in the long run,https://drive.google.com/file/d/1E8yxUy6mWpexwSYcMG9CHsOadE2a8zA0/view?usp=drivesdk,"[""Luv Puri""]"
19_03_2024_55,Searching for sanity in the age of hyper-consumerism,https://drive.google.com/file/d/1w6GiQh11tirlyoMoKB4Ke3GhMzVsU7bL/view?usp=drivesdk,"[""Avijit Pathak""]"
19_03_2024_56,AI in aid of knowledge economy,https://drive.google.com/file/d/1ul_MiCR5C7xXkLUXXawKTRqyVgq3U60A/view?usp=drivesdk,"[""D C Pathak""]"
19_03_2024_57,Is `cultural erasure' only wrong when our enemies do it?,https://drive.google.com/file/d/1UY-pd57ulOQahm0oXyLrvpyPnkiodNIw/view?usp=drivesdk,"[""Robert C Koehler""]"
19_03_2024_58,CAA turns bengal voters' focus from Sandeshkhali,https://drive.google.com/file/d/1OUy0VRXupIHO86YVK2rOiLnzzAuZchE5/view?usp=drivesdk,"[""Shikha Mukerjee""]"
19_03_2024_59,Developments that rattled China in a fortnight,https://drive.google.com/file/d/1d-Bb5RQ7rm-TeIIE3AIpCc5L4g_7dlKi/view?usp=drivesdk,"[""Syed Ata Hasnain""]"
19_03_2024_60,Amended surrogacy law doesn't go the full distance,https://drive.google.com/file/d/1HmXqiNjsqKyrg48WTz4ttjzqmiyimXMA/view?usp=drivesdk,"[""Lavanya Regunathan Fischer""]"
19_03_2024_61,Admiral who defended nation and Constitution,https://drive.google.com/file/d/1A23lChuO2TwNq9mARtydNnkvmMgDMbvK/view?usp=drivesdk,"[""Anuradha Chenoy""]"
19_03_2024_62,Right to dissent is the lifeline of democracy,https://drive.google.com/file/d/1Wxmxlck_3w4pLdQsnt7PN7-dT-CmE6gA/view?usp=drivesdk,"[""Utkarsh Anand""]"
20_03_2024_1,Microcredit courses revolutionise learning,https://drive.google.com/file/d/1OaDIEjcAdmvd9fgT9mRfCpR2kRv8WJIg/view?usp=drivesdk,"[""Aarti Shukla""]"
20_03_2024_2,Resurgence of military coups across Africa,https://drive.google.com/file/d/1aqajHSHymMcXstzlgt7vOLBc68sMkTHE/view?usp=drivesdk,"[""Ashok K Mehta""]"
20_03_2024_3,The transformative power of education in fostering global unity,https://drive.google.com/file/d/1Gdgkx4Vlz_VvfT9-RmBZf_FmHJn_41JY/view?usp=drivesdk,"[""Vivian Wang""]"
20_03_2024_4,Rationalise and simplify GST,https://drive.google.com/file/d/1DkuTi9lj_DZSDalqJt5vlkOnjapjkM13/view?usp=drivesdk,"[""Uttam Gupta""]"
20_03_2024_5,How MIRV makes a difference: Agni-5 takes India into a new strategic level,https://drive.google.com/file/d/1a1WH_3J9aHiLGoTY8BA5JIeJn2QyNiv8/view?usp=drivesdk,"[""Kamal Davar""]"
20_03_2024_6,ONOE logistics challenge; threat to India's diversity,https://drive.google.com/file/d/1iLTkJHn-tO6J8lgEVQFjq5Jc0hkKPmc0/view?usp=drivesdk,"[""Parsa Venkateshwar Rao Jr""]"
20_03_2024_7,Anchoring trust within MSMEs,https://drive.google.com/file/d/1r9MiOy3j5XfY_FDzbj7jnl5J6CyLI_qe/view?usp=drivesdk,"[""Pradeep S Mehta"", ""Mehak Sharma""]"
20_03_2024_8,Stay with an ex-post approach,https://drive.google.com/file/d/18BqjC96zznQ-rFCHd3WdQgwznVJixjUl/view?usp=drivesdk,"[""Vinod Dhall""]"
20_03_2024_9,Changing equations,https://drive.google.com/file/d/1ywM6BXDVQ7lXl-zXXpEnMiT74jygM5bU/view?usp=drivesdk,"[""Devendra Saksena""]"
20_03_2024_10,Trapped in the Darien Gap,https://drive.google.com/file/d/1fqaO6QzfdYcW0pRmLlFB7ywm_aDk_BuF/view?usp=drivesdk,"[""Sara McKinnon""]"
20_03_2024_11,The importance of a fast,https://drive.google.com/file/d/152p25i_PD6UYyevFTsKq48k9UH5bqV8t/view?usp=drivesdk,"[""A K Merchant""]"
20_03_2024_12,"What India eats, and how",https://drive.google.com/file/d/1wz9_03NZLqb-uRYi68uuA1zcZzV_UCXd/view?usp=drivesdk,"[""Vaishnavi Sharma"", ""Kedar Vishnu""]"
20_03_2024_13,Ending the plight,https://drive.google.com/file/d/1kLWROacZYdEPZrZZUmAG3cUGuLCYLHVQ/view?usp=drivesdk,"[""Deblina Dey""]"
20_03_2024_14,Down the drain,https://drive.google.com/file/d/1DXC65wTuAtCQeML5Jr7feT3HpNVlRyN2/view?usp=drivesdk,"[""Shrotik Bose""]"
20_03_2024_15,Consumption versus GDP per head: What tells us more?,https://drive.google.com/file/d/1IBXVw9VHbtm23ziYnAWUaOOPiiEG2l7b/view?usp=drivesdk,"[""Vidya Mahambare"", ""Amar Jyoti""]"
20_03_2024_16,How ordinary business decisions can yield extraordinary success,https://drive.google.com/file/d/1zpw6tzl695iPKKvAdqgnPF4JRiiM_n4k/view?usp=drivesdk,"[""Harsh Mariwala"", ""Abheek Singhi""]"
20_03_2024_17,Blockchains can solve the problem of Big Tech's power,https://drive.google.com/file/d/1DiHsINkFbPXPLOqKjHwB8UD8knfx7t2Z/view?usp=drivesdk,"[""Rahul Matthan""]"
20_03_2024_18,A `GeminiPhone' could boost Apple's and Google's AI game,https://drive.google.com/file/d/1g0_d3E8E7Xz22yzl71ermTdeKXEOE_Rd/view?usp=drivesdk,"[""Dave Lee""]"
20_03_2024_19,Reform UPI: We need sustainable digital payments infrastructure,https://drive.google.com/file/d/1zv5VM3wTgepYTEWcbv8XHksJw-JZggZ3/view?usp=drivesdk,"[""Ajay Tyagi"", ""Rachana Baid""]"
20_03_2024_20,Go easy with the digital lasso,https://drive.google.com/file/d/1e2AlJtmgyI--Kq3a-t8xS-erwsq7zrjq/view?usp=drivesdk,"[""Vaibhav Choukse""]"
20_03_2024_21,In the court of Ra-Ra-Tsar Putin,https://drive.google.com/file/d/1JvenBroUtm7bGngd9vcMimUYFOciHkQq/view?usp=drivesdk,"[""Harsh V Pant""]"
20_03_2024_22,Spread demo in your cos,https://drive.google.com/file/d/1zwnntBuadyM0CuTcoFA2qdgjA8sLToG_/view?usp=drivesdk,"[""T K Arun""]"
20_03_2024_23,Merger musings,https://drive.google.com/file/d/1L47u1Amw8DBh0s6QtZc8vgsPFv2fLNXo/view?usp=drivesdk,"[""Vanita Kohli-Khandekar""]"
20_03_2024_24,Nationalism and democracy,https://drive.google.com/file/d/1R52cZxo_Awur2daG8oOjXRVjWFqNsMgX/view?usp=drivesdk,"[""Shyam Saran""]"
20_03_2024_25,Does AI have a place in the world of money?,https://drive.google.com/file/d/1djf_4IS6AALWAWmetH1mHt06M-17qooq/view?usp=drivesdk,"[""Srinath Sridharan""]"
20_03_2024_26,Let's predict poll outcome,https://drive.google.com/file/d/1vrWGE0ylgHl38xxzlZXA2KMBxmDJcp-t/view?usp=drivesdk,"[""Parappanangadi Unnikrishnan Panikkar""]"
20_03_2024_27,The new citizen,https://drive.google.com/file/d/1l7l5Kd7zUqZ9bMsGmCgBJBNiW2JFRv1t/view?usp=drivesdk,"[""Sanjay Srivastava""]"
20_03_2024_28,The judges' glass ceiling,https://drive.google.com/file/d/1pD4BlEkbjpAl6xQUMan9F7pYPVVl7_HJ/view?usp=drivesdk,"[""Alok Prasanna Kumar"", ""Deepika Kinhal""]"
20_03_2024_29,Time for a tech manifesto,https://drive.google.com/file/d/1l_X1ji8vSgUW6CoVvaUtsQsB8Vzy1IHA/view?usp=drivesdk,"[""Apar Gupta""]"
20_03_2024_30,An election debate not joined,https://drive.google.com/file/d/1nxxffpRrbqrEM99gBx_cypo1qsbjqPgU/view?usp=drivesdk,"[""C Raja Mohan""]"
20_03_2024_31,Does retweeting allegedly defamatory content amount to defamation?,https://drive.google.com/file/d/1PAQQYSmVYvWj1IbA6ozdynLksOxTBAmi/view?usp=drivesdk,"[""Khadija Khan""]"
